"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2025,"Florida A&M",51.4192785334122,214,15.362143648635,301,31.93359375,287,39.8580721466588,330
2025,"Florida Atlantic",49.6687054026504,119,16.0792413440824,254,31.5570358034971,272,33.2823649337411,191
2025,"Florida Gulf Coast",50.53460889139,161,14.2981734206292,337,26.4925373134328,37,29.4879009566685,91
2025,"Florida St.",48.524678111588,71,19.1407699507635,67,31.7903930131004,281,37.5,292
2025,"Fordham",52.8191489361702,274,16.6552226097943,209,30.5605786618445,223,39.2021276595745,313
2025,"Fresno St.",53.9651837524178,316,17.9732765756178,119,34.0425531914894,340,23.4526112185687,11
2025,"Furman",49.2102396514161,99,16.4942521846493,224,30.9481216457961,241,29.0305010893246,77
2025,"Gardner Webb",52.0172135556751,241,14.761589974995,324,30.2346570397112,210,37.2243141473911,291
2025,"George Mason",45.0134048257373,5,18.8689994644668,80,29.1396103896104,148,31.5281501340483,142
2025,"George Washington",48.4233030464992,66,19.4437565153287,63,32.6602282704126,316,26.7236771779797,35
2025,"Georgetown",49.3684788577705,106,19.59359316971,59,28.9279112754159,134,29.269632070291,83
2025,"Georgia",47.1827277514481,29,18.0076475515868,117,31.786941580756,280,30.4370721432333,115
2025,"Georgia Southern",50.0806451612903,138,18.3890853299752,96,33.2476435304199,325,43.1720430107527,351
2025,"Georgia St.",51.0582010582011,190,12.9503495250045,357,31.9183673469388,285,26.2626262626263,30
2025,"Georgia Tech",48.8112927191679,86,15.6170576338644,286,28.5714285714286,113,28.5289747399703,66
2025,"Gonzaga",47.528996469995,37,18.2315599351908,103,26.4227642276423,34,28.5930408472012,67
2025,"Grambling St.",49.3462194428653,105,18.3394121952252,98,31.1027332704995,248,31.2677657760091,133
2025,"Grand Canyon",46.9952556668424,26,20.5885979915394,30,28.657487091222,118,32.1560358460727,158
2025,"Green Bay",54.8283261802575,341,14.5592399425538,330,31.8732525629077,284,35.4077253218884,243
2025,"Hampton",52.5706940874036,268,18.8294524858402,81,28.6637931034483,119,43.573264781491,353
2025,"Harvard",52.226588081205,247,17.7189685845545,135,31.1059907834101,249,24.6234446627374,16
2025,"Hawaii",49.4351961950059,108,13.0929548651068,356,24.9492900608519,12,33.7098692033294,203
2025,"High Point",49.0679824561403,94,16.4907384353485,225,29.8941798941799,188,36.2938596491228,270
2025,"Hofstra",45.9231217239371,9,16.4273073152082,229,28.5839929639402,115,38.0314502038439,299
2025,"Holy Cross",53.4870641169854,303,13.5376515934944,347,26.8463073852295,45,25.3655793025872,21
2025,"Houston",44.9225473321859,4,21.6976440244735,17,29.2788879235447,158,34.136546184739,214
2025,"Houston Christian",52.5794841031794,269,17.9350304805586,120,31.9706498951782,289,29.3941211757648,86
2025,"Howard",52.2576760987357,251,16.462552696431,227,33.788037775446,335,40.8789885611078,341
2025,"IU Indy",57.0473876063183,361,15.9358400166649,268,33.5946248600224,331,35.0546780072904,234
2025,"Idaho",54.024594745668,317,15.071626339232,314,31.3276026743075,261,35.6623812185579,252
2025,"Idaho St.",54.0658602150538,319,17.8624508333276,124,25.9085580304807,26,32.6612903225806,167
2025,"Illinois",47.2555350553506,32,12.6773662252103,360,26.3078089461713,33,26.7527675276753,36
2025,"Illinois Chicago",51.5822784810127,223,15.7773422573925,274,27.8884462151394,78,31.6455696202532,144
2025,"Illinois St.",53.7831733483907,312,16.6762845803253,206,24.8538011695906,9,31.3946922642575,137
2025,"Incarnate Word",51.9786432160804,240,17.5400247732978,153,31.4225053078556,264,34.7361809045226,224
2025,"Indiana",49.7899159663866,125,16.359918200409,237,28.1442392260334,92,29.6218487394958,92
2025,"Indiana St.",54.2642140468227,326,15.8026946791505,272,27.047619047619,53,38.7959866220736,309
2025,"Iona",51.7073170731707,228,22.8249008596599,5,30.9222423146474,239,35.609756097561,251
2025,"Iowa",54.4319294809011,330,17.8852679090515,122,32.2183098591549,298,28.305582761998,62
2025,"Iowa St.",48.44327176781,67,21.8289243990869,14,28.4356093344857,105,28.8654353562005,74
2025,"Jackson St.",50.630150266602,167,17.3636232093764,166,29.9679487179487,192,30.5865244789142,119
2025,"Jacksonville",50.7038123167155,172,18.7303628401247,88,30.4261645193261,217,34.4868035190616,218
2025,"Jacksonville St.",49.3965990126166,107,13.2571009264072,352,26.4626462646265,36,28.0307185957213,53
2025,"James Madison",50.9112286890065,183,15.6363036387405,285,30.4563492063492,219,33.3921222810112,193
2025,"Kansas",46.2240868706811,15,15.644891303759,284,27.4725274725275,68,28.035538005923,54
2025,"Kansas City",51.2248743718593,202,17.0696639245783,182,29.7008547008547,177,35.1758793969849,236
2025,"Kansas St.",48.9642672190575,92,18.1019625284928,114,31.6666666666667,276,28.6380113930606,69
2025,"Kennesaw St.",48.3494593056346,62,15.1309317468497,311,27.4368231046931,66,42.6294820717131,349
2025,"Kent St.",48.3947681331748,65,18.9053426593357,77,28.2692307692308,98,39.179548156956,312
2025,"Kentucky",50.431447746884,156,13.9961790846416,341,25.870253164557,25,31.0162991371045,128
2025,"LIU",48.001249219238,55,19.1981725283872,66,26.9651741293532,51,43.472829481574,352
2025,"LSU",48.2810164424514,61,16.5354461959028,223,34.3851132686084,347,29.4469357249626,89
2025,"La Salle",52.5534132360605,265,16.6755148229903,207,29.5169946332737,168,29.9635226680563,101
2025,"Lafayette",50.3513513513514,150,16.6845345846734,204,28.003613369467,87,26.9189189189189,38
2025,"Lamar",47.5796930342385,41,17.6567032412662,138,31.767955801105,278,34.7697756788666,226
2025,"Le Moyne",54.6621998883305,338,16.3339705159996,240,32.8820116054159,319,36.8509212730318,279
2025,"Lehigh",50.7196495619524,173,16.0521296884933,257,29.0672451193059,144,33.9173967459324,207
2025,"Liberty",45.9279778393352,10,16.8796778835109,191,27.9783393501805,84,26.2603878116343,29
2025,"Lindenwood",50.7357102433503,174,19.3732995590581,65,31.5042573320719,270,34.7481607243916,225
2025,"Lipscomb",48.628364389234,79,15.8242673468325,270,26.5479219677693,40,22.3084886128364,8
2025,"Little Rock",46.6704936854191,20,21.5356522251347,19,35.4092526690391,354,37.8874856486797,297
2025,"Long Beach St.",53.3937975424225,298,17.1473696085436,176,34.9601593625498,353,35.225277940316,237
2025,"Longwood",55.9449311639549,350,20.6543402937479,26,29.6416938110749,174,38.2352941176471,302
2025,"Louisiana",51.3497989661114,207,19.1176212817921,69,35.5427473583093,356,43.8253877082137,354
2025,"Louisiana Monroe",53.6314363143631,305,16.0618136464576,255,32.4834749763928,308,25.1490514905149,19
2025,"Louisiana Tech",47.8299120234604,48,14.6735143066764,328,28.6516853932584,116,31.9648093841642,153
2025,"Louisville",49.172517552658,96,18.5998120909395,93,27.2208638956805,56,26.8304914744233,37
2025,"Loyola Chicago",48.9525909592062,91,17.8589874550943,125,27.5,69,33.2414553472988,188
2025,"Loyola MD",52.7810650887574,272,16.9271076427136,188,27.8586278586279,77,30.1775147928994,108
2025,"Loyola Marymount",48.5615343633458,73,15.7495166690244,276,30.8370044052863,234,28.9291422482685,76
2025,"Maine",50.4246885617214,155,21.9121640603053,12,32.341650671785,303,29.0486976217441,78
2025,"Manhattan",50.5268996117582,158,15.2235965746908,307,31.924882629108,286,25.9012756516916,27
2025,"Marist",46.8940316686967,23,16.3682077069116,235,25.5566311713456,20,33.1912302070646,185
2025,"Marquette",49.8654467168999,127,21.4987308244123,20,31.0251798561151,244,30.2475780409042,109
2025,"Marshall",49.290176036343,102,16.7843905168194,198,29.5890410958904,169,40.9426462237365,342
2025,"Maryland",47.0302099334357,27,20.2278837536807,39,27.2419627749577,58,25.9088581669227,28
2025,"Maryland Eastern Shore",55.3350683148992,348,15.4873787474171,294,34.1242937853107,343,40.5985686402082,340
2025,"Massachusetts",49.7852925389157,124,17.5392361909354,154,31.0498220640569,245,36.5539452495974,275
2025,"McNeese",47.5487300649734,39,21.5638707147933,18,31.3067150635209,259,31.4235085646781,139
2025,"Memphis",48.471615720524,69,19.0503385820348,72,32.258064516129,301,33.5759340126152,199
2025,"Mercer",50.8123689727463,175,16.7914706455474,196,28.6815068493151,122,32.7568134171908,170
2025,"Mercyhurst",55.0239234449761,346,20.2712855328042,37,33.2515337423313,326,38.2775119617225,303
2025,"Merrimack",46.9260065288357,24,23.2072784350202,4,38.5964912280702,362,29.923830250272,99
2025,"Miami FL",57.380174291939,362,14.9564558879212,318,30.7692307692308,232,28.7581699346405,73
2025,"Miami OH",51.3214670981661,205,19.0888407968481,71,29.0497737556561,141,33.2793959007551,190
2025,"Michigan",46.3014981273408,17,15.9685593132692,266,29.7808012093726,182,28.4644194756554,65
2025,"Michigan St.",46.1035564853556,13,16.4388340201016,228,24.5714285714286,8,33.0543933054393,182
2025,"Middle Tennessee",48.5372340425532,72,16.1277316345456,250,29.0463692038495,140,31.0106382978723,127
2025,"Milwaukee",51.544289044289,221,18.3480773240402,97,26.5531062124249,41,32.4009324009324,164
2025,"Minnesota",50.1118568232662,139,16.2921044568998,241,30.7335190343547,229,33.0536912751678,181
2025,"Mississippi",50.4632152588556,157,20.517380672237,34,30.7827616534741,233,39.5095367847411,323
2025,"Mississippi St.",51.8887722980063,239,18.9962501745979,74,29.5165394402036,167,35.4144805876181,244
2025,"Mississippi Valley St.",57.9464285714286,363,15.0683681582961,315,37.9978471474704,361,38.3928571428571,304
2025,"Missouri",50.6842105263158,170,20.0283807334747,44,32.2409211691763,300,35.3157894736842,238
2025,"Missouri St.",54.6518987341772,337,19.1202183730204,68,28.4473398479913,106,38.4810126582278,305
2025,"Monmouth",50.693374422188,171,16.6039751608093,216,34.7789115646259,352,36.1068310220853,262
2025,"Montana",52.2400442477876,249,15.5221464366913,290,28.9701636188643,135,31.858407079646,149
2025,"Montana St.",48.758769562871,83,15.3424273076496,302,29.4388224471021,165,31.8942255801403,150
2025,"Morehead St.",50.281425891182,146,14.4489358464602,332,25.3668763102725,18,34.7091932457786,223
2025,"Morgan St.",52.4459613196815,259,16.9639454695202,187,36.9216241737488,360,39.1353811149033,311
2025,"Mount St. Mary's",47.9969954932399,54,15.8817056244021,269,28.2958199356913,99,26.6399599399099,34
2025,"Murray St.",51.204128440367,198,17.3327026285207,170,26.4334305150632,35,35.493119266055,248
2025,"N.C. State",50.9855072463768,184,18.605332552007,92,32.5325325325325,310,32.231884057971,159
2025,"NJIT",50,134,13.8059469861568,344,31.830985915493,283,38.562464346834,307
2025,"Navy",52.4931506849315,260,17.8183791606368,128,27.1978021978022,55,33.7534246575342,204
2025,"Nebraska",50.8551576696954,178,17.6489562692963,140,28.7865367581931,127,26.9909139497595,39
2025,"Nebraska Omaha",53.0975877192982,284,14.8872146428652,321,25.4158964879852,19,37.6644736842105,296
2025,"Nevada",51.3294797687861,206,18.7342770029794,87,26.498127340824,38,37.9190751445087,298
2025,"New Hampshire",54.3589743589744,329,16.8533852898198,192,31.5893385982231,273,32.991452991453,177
2025,"New Mexico",49.1939817302526,97,20.5073658458757,35,25.5793991416309,21,34.9811929070392,232
2025,"New Mexico St.",46.8594527363184,22,14.9834093737039,316,27.6892430278884,72,39.2412935323383,316
2025,"New Orleans",54.9217566885411,343,16.0578819929718,256,35.5437665782493,357,26.5522463402322,33
2025,"Niagara",53.044002411091,281,16.7746854746473,199,27.3396424815983,61,29.8372513562387,94
2025,"Nicholls",48.1041312959819,57,16.6662629296771,208,31.4697926059513,268,35.8800226372383,258
2025,"Norfolk St.",49.7460496613995,122,18.6259777747421,90,33.7912087912088,336,34.8758465011287,229
2025,"North Alabama",50.5299417064123,160,16.7893774900111,197,28.984238178634,136,27.6099629040806,47
2025,"North Carolina",49.5599814729041,115,15.1550080686386,310,27.0542635658915,54,29.967577582214,103
2025,"North Carolina A&T",51.503164556962,219,15.3028792040637,304,31.3620071684588,262,29.957805907173,100
2025,"North Carolina Central",54.7764849969382,339,20.9738565309438,23,38.8026607538803,363,42.0085731781996,347
2025,"North Dakota",56.536312849162,358,14.9741742880159,317,28.6727456940223,121,33.0167597765363,178
2025,"North Dakota St.",51.3520971302428,208,11.1498612631418,363,29.0353390639924,139,27.0971302428256,41
2025,"North Florida",54.0946083418108,320,14.68888133288,327,34.2201834862385,344,31.0783316378433,129
2025,"North Texas",46.7918088737201,21,19.4909628453521,62,27.7121374865736,74,39.4539249146758,321
2025,"Northeastern",50.2729257641921,145,18.1981080483576,104,31.4155251141553,263,30.3493449781659,111
2025,"Northern Arizona",53.2568238213399,293,14.8462081808258,323,23.8044633368757,5,34.3052109181141,216
2025,"Northern Colorado",52.1282633371169,245,15.5018133651082,292,22.2439024390244,2,35.3575482406356,240
2025,"Northern Illinois",53.2218091697646,291,16.6038780118114,217,30.6910569105691,226,43.9900867410161,356
2025,"Northern Iowa",51.524926686217,220,17.4052388289676,159,25.1960784313725,15,28.2697947214076,61
2025,"Northern Kentucky",52.5481313703284,263,19.9054609373144,48,32.5373134328358,312,29.2751981879955,84
2025,"Northwestern",49.9163413273843,131,19.8246713293029,50,30.08356545961,205,36.5867261572783,276
2025,"Northwestern St.",49.7920380273321,126,17.411798038597,158,32.6315789473684,315,33.0956625074272,183
2025,"Notre Dame",51.3896171997902,211,14.9463500539039,319,26.0481712756467,30,30.047194546408,106
2025,"Oakland",51.4751552795031,218,16.1796722814255,247,32.5375773651636,313,27.8467908902692,51
2025,"Ohio",52.3097826086956,253,17.7659437598241,132,29.0352504638219,138,36.4130434782609,272
2025,"Ohio St.",48.5683414370611,75,16.7997014376668,195,30.5130513051305,222,39.870340356564,331
2025,"Oklahoma",51.063829787234,191,18.1324447425647,112,31.6753926701571,277,35.7550596782564,253
2025,"Oklahoma St.",53.528773072747,304,20.5888274053398,29,29.4336118848654,164,36.2106406080347,268
2025,"Old Dominion",51.1873350923483,197,15.9860122392906,261,31.9578577699737,288,34.9868073878628,233
2025,"Oral Roberts",54.970568999346,345,13.8759172781855,343,33.0994152046784,320,38.1948986265533,301
2025,"Oregon",49.066599394551,93,17.6472194163095,141,29.2125317527519,154,27.6992936427851,50
2025,"Oregon St.",51.0538641686183,188,16.5973060159078,218,27.6199804113614,71,32.2599531615925,161
2025,"Pacific",53.2148900169205,289,15.4165291593984,297,28.2375851996105,95,37.0558375634518,284
2025,"Penn",52.9837251356239,278,13.4466642980131,351,29.746835443038,181,25.7986738999397,25
2025,"Penn St.",51.8732782369146,236,19.8083901707679,52,29.1353383458647,147,29.366391184573,85
2025,"Pepperdine",52.5862068965517,270,15.2540392398475,305,29.9245599329422,190,27.2509578544061,44
2025,"Pittsburgh",51.0555555555556,189,18.323514403674,100,29.8604651162791,186,32.8333333333333,174
2025,"Portland",54.6463603510583,336,13.211514928299,354,29.8591549295775,185,22.1476510067114,5
2025,"Portland St.",50,134,19.588196984119,60,30.4435483870968,218,34.8808796579108,230
2025,"Prairie View A&M",56.2465450525152,354,19.964655333036,46,39.0673575129534,364,40.5196241017137,338
2025,"Presbyterian",52.5268477574226,262,17.6873756356401,137,31.2765957446809,257,39.2293114339861,314
2025,"Princeton",53.4127495170637,301,17.3370546708258,168,24.1733181299886,7,31.6806181584031,145
2025,"Providence",49.4970884065643,111,13.7787690187882,346,28.719723183391,124,32.8215987294865,173
2025,"Purdue",52.0226537216829,242,17.7968946467077,131,29.8604651162791,186,30.9600862998921,126
2025,"Purdue Fort Wayne",53.2620922384702,294,20.1453510503107,41,32.7983951855567,318,30.0337457817773,105
2025,"Queens",51.7130620985011,230,15.9776863346017,263,28.6877828054299,123,32.0663811563169,157
2025,"Quinnipiac",49.4850669412976,110,17.0937375653416,181,26.0176991150442,29,28.3213182286303,63
2025,"Radford",51.0330578512397,187,16.5391153815018,222,30.048309178744,200,36.8949232585596,280
2025,"Rhode Island",49.3022007514761,103,15.9704731949071,265,28.5714285714286,113,30.7568438003221,123
2025,"Rice",47.7765425236242,46,13.9933191618585,342,29.5971978984238,170,35.8532518065592,256
2025,"Richmond",52.7355623100304,271,15.8089748867847,271,27.7047522750253,73,37.1428571428571,287
2025,"Rider",53.11345646438,286,15.973810380655,264,30.7272727272727,228,27.2823218997361,45
2025,"Robert Morris",50.3396029258098,148,18.8062983766568,83,28.3318623124448,101,29.9895506792059,104
2025,"Rutgers",52.8104241185488,273,17.3968716539171,163,32.3090430201932,302,30.4547777210015,116
2025,"SIUE",47.5319396051103,38,17.3307238777495,171,29.0676416819013,145,33.2171893147503,187
2025,"SMU",47.8038815117467,47,17.9297495753192,121,30.4878048780488,221,32.5331971399387,165
2025,"Sacramento St.",55.0682261208577,347,17.1144330844041,180,27.5521405049396,70,39.2462638076673,318
2025,"Sacred Heart",51.7930327868852,234,17.5994680261554,147,29.9130434782609,189,27.6127049180328,48
2025,"Saint Francis",51.2647554806071,203,16.3880131987292,232,29.9903567984571,195,28.6677908937605,70
2025,"Saint Joseph's",47.1032132424537,28,16.1280835066817,249,27.4336283185841,65,25.8519961051607,26
2025,"Saint Louis",48.5795454545455,76,14.4100870609427,334,28.0033840947547,86,24.2768595041322,12
2025,"Saint Mary's",46.1560203504805,14,16.6137307598339,214,24.9074074074074,11,25.0423968343697,18
2025,"Saint Peter's",47.3396998635744,33,17.6530045698504,139,30.952380952381,242,37.5852660300136,294
2025,"Sam Houston St.",53.1468531468531,287,17.1422859713129,178,32.1321321321321,295,33.2167832167832,186
2025,"Samford",53.2210401891253,290,21.7802209235785,15,33.4645669291339,329,41.7848699763593,346
2025,"San Diego",53.9502762430939,315,18.4601653360327,95,31.6183348924228,274,46.0773480662983,358
2025,"San Diego St.",45.2978056426332,6,19.6020119215402,58,30.8712121212121,237,37.1786833855799,289
2025,"San Francisco",48.7292817679558,81,18.1920776436068,106,28.0542986425339,88,35.9116022099448,259
2025,"San Jose St.",51.8858040859089,237,16.5486955768064,221,32.174688057041,297,28.6013619696176,68
2025,"Santa Clara",49.5026178010471,112,16.9019367721934,190,26.8965517241379,47,31.9371727748691,152
2025,"Seattle",51.2071156289708,199,20.9390471252022,24,27.0212765957447,52,36.7217280813215,278
2025,"Seton Hall",54.640442532268,335,22.2443658148013,9,31.7987152034261,282,39.6435156730178,325
2025,"Siena",51.706108970831,227,18.1560670955412,110,29.9706170421156,193,31.3703907539901,136
2025,"South Alabama",48.5200232153221,70,20.5560042994613,32,32.2291853178156,299,24.376088218224,14
2025,"South Carolina",51.4713896457766,217,15.5532728612799,287,27.3152478952292,60,30.408719346049,114
2025,"South Carolina St.",50.061919504644,137,22.7837589693507,6,32.694248234107,317,46.9969040247678,361
2025,"South Dakota",54.8026998961578,340,17.3356447526337,169,35.7142857142857,358,35.1505711318795,235
2025,"South Dakota St.",50.8867276887872,181,12.7069340212152,359,21.3675213675214,1,29.862700228833,96
